# Bang gia Rise Media (Pinnexa Rise Media) - nap 2026-07-24.
# Nguon: Google Sheet cong khai (gviz export). Gia = THANH TIEN (da chiet khau) x 1.1 (yeu cau Hieu).
# Cot: nha_cung_cap|dich_vu|dau_bao|nhom|vi_tri|gia_vnd|so_link|quy_cach|ghi_chu|nguon_url
Rise Media|booking-pr|Alobacsi|PR bao dien tu|Trang chủ|5600000|||Gia goc niem yet NCC: 7.000.000 d - CK 20.0% - gia von sau CK: 5.600.000 d|https://alobacsi.com/
Rise Media|booking-pr|Sức khoẻ đời sống (Giá mới 2026)|PR bao dien tu|Bài PR loại 6 - Hiển thị CM trang trong 2h|3450000|1 link||Gia goc niem yet NCC: 5.000.000 d - CK 31.0% - gia von sau CK: 3.450.000 d - 1000 chữ, 3 ảnh ( mua thêm 300k), đc 1 link (mua thêm 500k)|https://suckhoedoisong.vn/
Rise Media|booking-pr|Sức khoẻ đời sống (Giá mới 2026)|PR bao dien tu|Bài PR loại 5 - Hiển thị 3,4,5 CM trang chủ|6900000|||Gia goc niem yet NCC: 10.000.000 d - CK 31.0% - gia von sau CK: 6.900.000 d|https://suckhoedoisong.vn/
Rise Media|booking-pr|Giadinh.suckhoedoisong|PR bao dien tu|Hiển thị trong chuyên mục|2250000|1 link||Gia goc niem yet NCC: 3.000.000 d - CK 25.0% - gia von sau CK: 2.250.000 d - Bài PR dưới 1000 ừ, dưới 3 ảnh Tiêu đề của bài không quá 11 từ, sapo không quá 45 từ Thêm link: 500k/link|https://giadinh.suckhoedoisong.vn/
Rise Media|booking-pr|Giadinh.suckhoedoisong|PR bao dien tu|Trang chủ|4500000|||Gia goc niem yet NCC: 6.000.000 d - CK 25.0% - gia von sau CK: 4.500.000 d|https://giadinh.suckhoedoisong.vn/
Rise Media|booking-pr|Saostar|PR bao dien tu|Mục phù hợp|2760000|2 link||Gia goc niem yet NCC: 4.000.000 d - CK 31.0% - gia von sau CK: 2.760.000 d - Bài PR dưới 1000 từ, 5 ảnh Tiêu đề không quá 20 từ Thêm link:1tr/link|https://www.saostar.vn/
Rise Media|booking-pr|Yeah1 (Giá mới 2026)|PR bao dien tu|Tin chuyên mục|2850000|1 link||Gia goc niem yet NCC: 5.000.000 d - CK 43.0% - gia von sau CK: 2.850.000 d - Tối đa 1200 từ +6 ảnh (Bài thường) và không quá 350 từ + 10 ảnh(bài tin ảnh)Tiêu đề của bài không quá 11 từ, sapo không quá 45 từ Thêm link: 300k/link|https://yeah1.com/
Rise Media|booking-pr|Yeah1 (Giá mới 2026)|PR bao dien tu|Tin đặc biệt chuyên mục|5200000|||Gia goc niem yet NCC: 8.000.000 d - CK 35.0% - gia von sau CK: 5.200.000 d|https://yeah1.com/
Rise Media|booking-pr|Yeah1 (Giá mới 2026)|PR bao dien tu|Tiêu điểm chuyên mục|6500000|||Gia goc niem yet NCC: 10.000.000 d - CK 35.0% - gia von sau CK: 6.500.000 d|https://yeah1.com/
Rise Media|booking-pr|Tinmoi.vn|PR bao dien tu|Tiểu mục|2000000|1 link||Gia goc niem yet NCC: 2.000.000 d - CK 0.0% - gia von sau CK: 2.000.000 d - Bài PR dưới 1000 từ, dưới 5 ảnh Thêm link: 300k/link|https://tinmoi.vn/
Rise Media|booking-pr|Tiin|PR bao dien tu|Mục phù hợp|2310000|||Gia goc niem yet NCC: 3.000.000 d - CK 23.0% - gia von sau CK: 2.310.000 d - Bài PR dưới 1000 từ, tối đa 5 ảnh Tối đa 10 ảnh/bài viết , gắn link 300k/link|https://tiin.vn/
Rise Media|booking-pr|Reatimes|PR bao dien tu|Loại 4 Chuyên mục|5040000|||Gia goc niem yet NCC: 7.000.000 d - CK 28.0% - gia von sau CK: 5.040.000 d - Độ dài không quá 1,200 từ và 6 ảnh minh họa (Trừ bài phóng sự ảnh)Chỉ được gắn 1 link trong bài viết, thể hiện dưới dạng http:/www,,,|https://reatimes.vn/
Rise Media|booking-pr|Reatimes|PR bao dien tu|Loại 3 Top 1 chuyên mục trên trang chủ|7200000|||Gia goc niem yet NCC: 10.000.000 d - CK 28.0% - gia von sau CK: 7.200.000 d|https://reatimes.vn/
Rise Media|booking-pr|Vneconomy (Giá mới 2026)|PR bao dien tu|Vị trí 4 - Chuyên mục|8040000|||Gia goc niem yet NCC: 12.000.000 d - CK 33.0% - gia von sau CK: 8.040.000 d - 1000 chữ, 3 ảnh, gắn link 5tr/1 link|https://vneconomy.vn/
Rise Media|booking-pr|Vneconomy (Giá mới 2026)|PR bao dien tu|Vị trí 5 - Mục sự kiện - hiển thị ảnh và tiêu đề về sự kiện tại trang chủ|10050000|||Gia goc niem yet NCC: 15.000.000 d - CK 33.0% - gia von sau CK: 10.050.000 d|https://vneconomy.vn/
Rise Media|booking-pr|Ngoisao.vn|PR bao dien tu|Mục phù hợp|2280000|2 link||Gia goc niem yet NCC: 4.000.000 d - CK 43.0% - gia von sau CK: 2.280.000 d - Bài PR dưới 1000 từ, 5 ảnh Thêm link: 300k/link|https://ngoisao.vn/
Rise Media|booking-pr|Ngoisao.vn|PR bao dien tu|Chuyên mục|3420000|||Gia goc niem yet NCC: 6.000.000 d - CK 43.0% - gia von sau CK: 3.420.000 d|https://ngoisao.vn/
Rise Media|booking-pr|Ngoisao.vn|PR bao dien tu|Trang chủ|5700000|||Gia goc niem yet NCC: 10.000.000 d - CK 43.0% - gia von sau CK: 5.700.000 d|https://ngoisao.vn/
Rise Media|booking-pr|Phunutoday|PR bao dien tu|PR Trang trong|3300000|||Gia goc niem yet NCC: 3.300.000 d - CK 0.0% - gia von sau CK: 3.300.000 d - 1000 chữ, 3-5 ảnh, 1 link|https://phunutoday.vn/
Rise Media|booking-pr|Phunutoday|PR bao dien tu|Bài PR ở top chuyên mục|4785000|||Gia goc niem yet NCC: 5.500.000 d - CK 13.0% - gia von sau CK: 4.785.000 d|https://phunutoday.vn/
Rise Media|booking-pr|Phunuonline|PR bao dien tu|Top 2,3,4 chuyên mục|4345000|||Gia goc niem yet NCC: 5.500.000 d - CK 21.0% - gia von sau CK: 4.345.000 d|https://www.phunuonline.com.vn/
Rise Media|booking-pr|Phunuonline|PR bao dien tu|Top 1 chuyên mục|6083000|||Gia goc niem yet NCC: 7.700.000 d - CK 21.0% - gia von sau CK: 6.083.000 d|https://www.phunuonline.com.vn/
Rise Media|booking-pr|Phunuonline|PR bao dien tu|Box 3 - Vị trí 2,3,4|7821000|||Gia goc niem yet NCC: 9.900.000 d - CK 21.0% - gia von sau CK: 7.821.000 d|https://www.phunuonline.com.vn/
Rise Media|booking-pr|PhunuVietNam|PR bao dien tu|Trong chuyên mục|3040000|||Gia goc niem yet NCC: 4.000.000 d - CK 24.0% - gia von sau CK: 3.040.000 d - Title dưới 11 từ, sapo dưới 45 từ 1000 chữ, 3 ảnh, 500k/link|https://phunuvietnam.vn/
Rise Media|booking-pr|Eva|PR bao dien tu|Tiểu mục|3350000|2 link, pr cá nhân 1 link||Gia goc niem yet NCC: 5.000.000 d - CK 33.0% - gia von sau CK: 3.350.000 d - Bài PR dưới 1000 từ, tối đa 5 ảnh Thêm link: 1tr/link|https://eva.vn/
Rise Media|booking-pr|Dân việt|PR bao dien tu|Bài thường trả link|2700000|0 link||Gia goc niem yet NCC: 3.000.000 d - CK 10.0% - gia von sau CK: 2.700.000 d - Bài PR dưới 1000 từ, dưới 5 ảnh Thêm link: 1tr5/link|https://danviet.vn/
Rise Media|booking-pr|Dân việt|PR bao dien tu|Top 2 Mục Doanh nghiệp – Trang chủ|4500000|||Gia goc niem yet NCC: 5.000.000 d - CK 10.0% - gia von sau CK: 4.500.000 d|https://danviet.vn/
Rise Media|booking-pr|Dân việt|PR bao dien tu|Top 3 Tiểu mục|7200000|||Gia goc niem yet NCC: 8.000.000 d - CK 10.0% - gia von sau CK: 7.200.000 d|https://danviet.vn/
Rise Media|booking-pr|Saigongiaiphong|PR bao dien tu|Tin ngắn Chuyên mục phụ|4300000|||Gia goc niem yet NCC: 5.000.000 d - CK 14.0% - gia von sau CK: 4.300.000 d - Tiểu mục 800 chữ 2 ảnh|https://www.sggp.org.vn/
Rise Media|booking-pr|Saigongiaiphong|PR bao dien tu|Tin ngắn Chuyên mục chính|5160000|||Gia goc niem yet NCC: 6.000.000 d - CK 14.0% - gia von sau CK: 5.160.000 d - Tin ngắn tiểu mục 250 chữ 1 ảnh|https://www.sggp.org.vn/
Rise Media|booking-pr|Vov|PR bao dien tu|Trang chuyên mục|3750000|0 free link||Gia goc niem yet NCC: 5.000.000 d - CK 25.0% - gia von sau CK: 3.750.000 d - Bài PR dưới 1000 từ, 2 ảnh, dư ảnh phí 300k/ảnh 1tr/link, đang tạm ngừng bán link. Bài tồn tại 9 tháng|https://vov.vn/
Rise Media|booking-pr|Tinhte|PR bao dien tu|Chuyên mục phù hợp|9960000|01 link||Gia goc niem yet NCC: 12.000.000 d - CK 17.0% - gia von sau CK: 9.960.000 d - Bài < 1000 chữ, có chữ [QC] ở đầu tiêu đề, Bài được chèn tối đa 01 link video dẫn từ YouTube của Nhãn hàng, 5 ảnh, được 1-2 link|https://tinhte.vn/
Rise Media|booking-pr|Tinhte|PR bao dien tu|Hiển thị trang chủ|16600000|||Gia goc niem yet NCC: 20.000.000 d - CK 17.0% - gia von sau CK: 16.600.000 d|https://tinhte.vn/
Rise Media|booking-pr|Webtretho|PR bao dien tu|Mục phù hợp|4980000|1 link||Gia goc niem yet NCC: 6.000.000 d - CK 17.0% - gia von sau CK: 4.980.000 d - 1000 chữ, 5 ảnh, đc 1-2 link|https://www.webtretho.com/
Rise Media|booking-pr|Webtretho|PR bao dien tu|Trang chủ|12750000|||Gia goc niem yet NCC: 17.000.000 d - CK 25.0% - gia von sau CK: 12.750.000 d|https://www.webtretho.com/
Rise Media|booking-pr|Vietnamnews|PR bao dien tu|Đặt tại các trang chuyên mục economy, society, lifestyle, sport|8200000|||Gia goc niem yet NCC: 10.000.000 d - CK 18.0% - gia von sau CK: 8.200.000 d - 400-600 từ, 1-2 ảnh, Không gắn link, Phí mua link 500K/link No|https://vietnamnews.vn/
Rise Media|booking-pr|Diễn đàn doanh nghiệp|PR bao dien tu|Mục doanh nghiệp - thị trường / TTDN/ SP- thị trường|2700000|1 link||Gia goc niem yet NCC: 2.700.000 d - CK 0.0% - gia von sau CK: 2.700.000 d - Bài PR dưới 1000 từ, 5 ảnh|https://diendandoanhnghiep.vn/
Rise Media|booking-pr|Diễn đàn doanh nghiệp|PR bao dien tu|Top 3 Bài nổi bật chuyên mục trên trang chủ|5840000|||Gia goc niem yet NCC: 8.000.000 d - CK 27.0% - gia von sau CK: 5.840.000 d|https://diendandoanhnghiep.vn/
Rise Media|booking-pr|Diễn đàn doanh nghiệp|PR bao dien tu|Top 2 Bài nổi bật chuyên mục trên trang chủ|7300000|||Gia goc niem yet NCC: 10.000.000 d - CK 27.0% - gia von sau CK: 7.300.000 d|https://diendandoanhnghiep.vn/
Rise Media|booking-pr|TechZ|PR bao dien tu|Hiển thị trong chuyên mục|2500000|1 link||Gia goc niem yet NCC: 2.500.000 d - CK 0.0% - gia von sau CK: 2.500.000 d - Bài PR dưới 1000 từ, 5 ảnh Thêm link: 500k/link|https://www.techz.vn/
Rise Media|booking-pr|Doanhnhansaigon|PR bao dien tu|Tin ngắn (400 chữ, 2 ảnh)|2610000|1 link||Gia goc niem yet NCC: 3.000.000 d - CK 13.0% - gia von sau CK: 2.610.000 d - Bài PR dưới 1000 từ, 5 ảnh|https://doanhnhansaigon.vn/
Rise Media|booking-pr|Doanhnhansaigon|PR bao dien tu|Chuyên mục SKDN|6960000|||Gia goc niem yet NCC: 8.000.000 d - CK 13.0% - gia von sau CK: 6.960.000 d|https://doanhnhansaigon.vn/
Rise Media|booking-pr|Làm cha mẹ|PR bao dien tu|Chuyên mục|1500000|1 link||Gia goc niem yet NCC: 2.000.000 d - CK 25.0% - gia von sau CK: 1.500.000 d - 1000 chữ, 5 ảnh, đc 2 link|https://lamchame.vn/
Rise Media|booking-pr|Đời sống pháp luật|PR bao dien tu|Mục cần biết|1500000|0 gắn link||Gia goc niem yet NCC: 1.500.000 d - CK 0.0% - gia von sau CK: 1.500.000 d - Bài PR dưới 1200 từ, 6 ảnh|https://www.doisongphapluat.com/
Rise Media|booking-pr|Người đưa tin|PR bao dien tu|Mục cần biết|1500000|0 gắn link||Gia goc niem yet NCC: 1.500.000 d - CK 0.0% - gia von sau CK: 1.500.000 d - 1000 chữ, 5 ảnh, k gắn link|https://www.nguoiduatin.vn/
Rise Media|booking-pr|Người đưa tin|PR bao dien tu|Chuyên mục phù hợp|2100000|||Gia goc niem yet NCC: 3.000.000 d - CK 30.0% - gia von sau CK: 2.100.000 d|https://www.nguoiduatin.vn/
Rise Media|booking-pr|Elle|PR bao dien tu|Hiên thị trong chuyên mục|29600000|1 link||Gia goc niem yet NCC: 40.000.000 d - CK 26.0% - gia von sau CK: 29.600.000 d - Bài PR dưới 1000 từ, 5 ảnh|https://www.elle.vn/
Rise Media|booking-pr|Elle|PR bao dien tu|Trang chủ|44400000|||Gia goc niem yet NCC: 60.000.000 d - CK 26.0% - gia von sau CK: 44.400.000 d|https://www.elle.vn/
Rise Media|booking-pr|Dep.com.vn|PR bao dien tu|Mục phù hợp|6000000|0 free link||Gia goc niem yet NCC: 8.000.000 d - CK 25.0% - gia von sau CK: 6.000.000 d - Bài PR dưới 1000 từ, dưới 3 ảnh Thêm link:1tr/link|https://dep.com.vn/
Rise Media|booking-pr|Dep.com.vn|PR bao dien tu|Trang chủ|9000000|||Gia goc niem yet NCC: 12.000.000 d - CK 25.0% - gia von sau CK: 9.000.000 d|https://dep.com.vn/
Rise Media|booking-pr|Yan|PR bao dien tu|Tiểu mụ̣c|3150000|0 free link||Gia goc niem yet NCC: 4.500.000 d - CK 30.0% - gia von sau CK: 3.150.000 d - Bài PR dưới 1000 từ, 5 ảnh không bán link|https://www.yan.vn/
Rise Media|booking-pr|Vnreview.vn|PR bao dien tu|Mục phù hợp|1800000|||Gia goc niem yet NCC: 1.800.000 d - CK 0.0% - gia von sau CK: 1.800.000 d - 1000 chữ, 5 ảnh, đc 2 link|https://vnreview.vn/
Rise Media|booking-pr|Thethao247|PR bao dien tu|Mục phù hợp|3650000|1 link||Gia goc niem yet NCC: 5.000.000 d - CK 27.0% - gia von sau CK: 3.650.000 d - 1000 chữ, 5 ảnh, đc 1 link, mua thêm link giá 1tr|https://thethao247.vn/
Rise Media|booking-pr|Thethao247|PR bao dien tu|Trang chủ|7300000|||Gia goc niem yet NCC: 10.000.000 d - CK 27.0% - gia von sau CK: 7.300.000 d|https://thethao247.vn/
Rise Media|booking-pr|Giaoducthoidai.vn|PR bao dien tu|Mục phù hợp|4830000|1 link||Gia goc niem yet NCC: 7.000.000 d - CK 31.0% - gia von sau CK: 4.830.000 d - 1000 chữ 3 ảnh đc 1 link, mua thêm 500k|https://giaoducthoidai.vn/
Rise Media|booking-pr|Thoidai.com.vn|PR bao dien tu|Chuyên mục|1700000|||Gia goc niem yet NCC: 1.700.000 d - CK 0.0% - gia von sau CK: 1.700.000 d - 1000 chữ, 3-5 ảnh, mua link 300k link NO, 500k link DO|Thoidai.com.vn
Rise Media|booking-pr|Theleader|PR bao dien tu|Nhịp cầu kinh doanh|5390000|||Gia goc niem yet NCC: 7.000.000 d - CK 23.0% - gia von sau CK: 5.390.000 d|https://theleader.vn/
Rise Media|booking-pr|Theleader|PR bao dien tu|Bài số 2,3,4,5 Chuyên mục|7700000|||Gia goc niem yet NCC: 10.000.000 d - CK 23.0% - gia von sau CK: 7.700.000 d - Bài viết có nội dung dưới 1,000 chữ và tối đa 3 ảnh minh họa|https://theleader.vn/
Rise Media|booking-pr|Baoxaydung|PR bao dien tu|Mục cần biết|1620000|0 link||Gia goc niem yet NCC: 2.000.000 d - CK 19.0% - gia von sau CK: 1.620.000 d - 800-1000 chữ, 2 ảnh, gắn link NO 1 triệu, gắn link tĩnh 500k|https://baoxaydung.vn/
Rise Media|booking-pr|Baoxaydung|PR bao dien tu|Chuyên mục|4860000|||Gia goc niem yet NCC: 6.000.000 d - CK 19.0% - gia von sau CK: 4.860.000 d|https://baoxaydung.vn/
Rise Media|booking-pr|Baoxaydung|PR bao dien tu|Trang chủ|13770000|||Gia goc niem yet NCC: 17.000.000 d - CK 19.0% - gia von sau CK: 13.770.000 d|https://baoxaydung.vn/
Rise Media|booking-pr|Hanoimoi|PR bao dien tu|Chuyên mục|4920000|||Gia goc niem yet NCC: 6.000.000 d - CK 18.0% - gia von sau CK: 4.920.000 d - 1000 chữ, 3 ảnh, k gắn link|http://www.hanoimoi.com.vn/
Rise Media|booking-pr|Hanoimoi|PR bao dien tu|Chuyên mục - Trang chủ|9840000|||Gia goc niem yet NCC: 12.000.000 d - CK 18.0% - gia von sau CK: 9.840.000 d|http://www.hanoimoi.com.vn/
Rise Media|booking-pr|Bongdaplus|PR bao dien tu|Chuyên mục|9400000|||Gia goc niem yet NCC: 10.000.000 d - CK 6.0% - gia von sau CK: 9.400.000 d - Bài PR dưới 1000 từ, 5 ảnh|https://bongdaplus.vn/
Rise Media|booking-pr|Bongdaplus|PR bao dien tu|Trang chủ|18800000|||Gia goc niem yet NCC: 20.000.000 d - CK 6.0% - gia von sau CK: 18.800.000 d|https://bongdaplus.vn/
Rise Media|booking-pr|Emdep.vn|PR bao dien tu|Giữa mục|1700000|1 link||Gia goc niem yet NCC: 2.000.000 d - CK 15.0% - gia von sau CK: 1.700.000 d - Bài PR dưới 1000 từ, 5 ảnh Thêm link:500K/link|https://emdep.vn/
Rise Media|booking-pr|Emdep.vn|PR bao dien tu|Đầu mục|2550000|||Gia goc niem yet NCC: 3.000.000 d - CK 15.0% - gia von sau CK: 2.550.000 d|https://emdep.vn/
Rise Media|booking-pr|Plo.vn - Pháp luật TpHCM|PR bao dien tu|Tiểu mục|3000000|2 link||Gia goc niem yet NCC: 3.000.000 d - CK 0.0% - gia von sau CK: 3.000.000 d - 800 chữ, 2 ảnh, đc 2 link|https://plo.vn/
Rise Media|booking-pr|Bazaarvietnam (Giá mới 2026)|PR bao dien tu|Tiểu mục phù hợp|25272000|||Gia goc niem yet NCC: 31.200.000 d - CK 19.0% - gia von sau CK: 25.272.000 d|
Rise Media|booking-pr|Congthuong.vn|PR bao dien tu|Mục phù hợp|4600000|0 link||Gia goc niem yet NCC: 5.000.000 d - CK 8.0% - gia von sau CK: 4.600.000 d - 800 chữ 3 ảnh, k gắn link|https://congthuong.vn/
Rise Media|booking-pr|Phunumoi.net.vn|PR bao dien tu|Mục phù hợp|2550000|1 link||Gia goc niem yet NCC: 3.000.000 d - CK 15.0% - gia von sau CK: 2.550.000 d - Bài PR dưới 1000 từ, 3 ảnh|https://phunumoi.net.vn/
Rise Media|booking-pr|Vietgiaitri.com|PR bao dien tu|Mục phù hợp|2460000|0 link||Gia goc niem yet NCC: 3.000.000 d - CK 18.0% - gia von sau CK: 2.460.000 d - Bài PR dưới 1000 từ, 3 ảnh Thêm link: 1tr/link|https://vietgiaitri.com/
Rise Media|booking-pr|Otofun|PR bao dien tu|Bài PR 4|5950000|1 link||Gia goc niem yet NCC: 7.000.000 d - CK 15.0% - gia von sau CK: 5.950.000 d - Bài PR dưới 800 từ, 3 ảnh|https://www.otofun.net/
Rise Media|booking-pr|Otofun|PR bao dien tu|Bài PR 3|12750000|||Gia goc niem yet NCC: 15.000.000 d - CK 15.0% - gia von sau CK: 12.750.000 d|https://www.otofun.net/
Rise Media|booking-pr|Bestie.vn|PR bao dien tu|Tiểu mục|2220000|0 free link||Gia goc niem yet NCC: 3.000.000 d - CK 26.0% - gia von sau CK: 2.220.000 d - Bài PR dưới 1000 từ, 5 - 8 ảnh Thêm link: 300K/link|https://www.bestie.vn/
Rise Media|booking-pr|Bestie.vn|PR bao dien tu|Chuyên mục|5920000|||Gia goc niem yet NCC: 8.000.000 d - CK 26.0% - gia von sau CK: 5.920.000 d|https://www.bestie.vn/
Rise Media|booking-pr|Bestie.vn|PR bao dien tu|Trang chủ|11100000|||Gia goc niem yet NCC: 15.000.000 d - CK 26.0% - gia von sau CK: 11.100.000 d|https://www.bestie.vn/
Rise Media|booking-pr|Bongda24h.vn|PR bao dien tu|Chuyên mục|3150000|1 link||Gia goc niem yet NCC: 3.500.000 d - CK 10.0% - gia von sau CK: 3.150.000 d - Bài PR dưới 1000 từ, 5 ảnh Thêm link:500K/link|https://bongda24h.vn/
Rise Media|booking-pr|Bongda24h.vn|PR bao dien tu|Trang chủ|4950000|||Gia goc niem yet NCC: 5.500.000 d - CK 10.0% - gia von sau CK: 4.950.000 d|https://bongda24h.vn/
Rise Media|booking-pr|Bongda.com.vn|PR bao dien tu|Chuyên mục|4100000|||Gia goc niem yet NCC: 5.000.000 d - CK 18.0% - gia von sau CK: 4.100.000 d - Bài PR dưới 1000 từ, 5 ảnh|https://www.bongda.com.vn/
Rise Media|booking-pr|Bongda.com.vn|PR bao dien tu|Trang chủ|8200000|||Gia goc niem yet NCC: 10.000.000 d - CK 18.0% - gia von sau CK: 8.200.000 d|https://www.bongda.com.vn/
Rise Media|booking-pr|Doanhnhanvn.vn|PR bao dien tu|Chuyên mục|2280000|0 free link||Gia goc niem yet NCC: 3.000.000 d - CK 24.0% - gia von sau CK: 2.280.000 d - Bài PR dưới 1000 từ, 5 ảnh Thêm link:500K/link|https://doanhnhanvn.vn/
Rise Media|booking-pr|Doanhnhanvn.vn|PR bao dien tu|Trang chủ loại 1|6080000|||Gia goc niem yet NCC: 8.000.000 d - CK 24.0% - gia von sau CK: 6.080.000 d|https://doanhnhanvn.vn/
Rise Media|booking-pr|Doanhnhanvn.vn|PR bao dien tu|Trang chủ loại 2|9120000|||Gia goc niem yet NCC: 12.000.000 d - CK 24.0% - gia von sau CK: 9.120.000 d|https://doanhnhanvn.vn/
Rise Media|booking-pr|Cungcau.vn|PR bao dien tu|Mục phù hợp|4100000|1 link||Gia goc niem yet NCC: 5.000.000 d - CK 18.0% - gia von sau CK: 4.100.000 d - Bài PR dưới 1000 từ, dưới 3 ảnh|https://cungcau.vn/
Rise Media|booking-pr|Baodansinh.vn|PR bao dien tu|Mục phù hợp|2460000|2 link||Gia goc niem yet NCC: 3.000.000 d - CK 18.0% - gia von sau CK: 2.460.000 d - Bài PR dưới 1000 từ, dưới 3 ảnh|https://baodansinh.vn/
Rise Media|booking-pr|Congluan|PR bao dien tu|Mục phù hợp|13650000|1 link||Gia goc niem yet NCC: 15.000.000 d - CK 9.0% - gia von sau CK: 13.650.000 d - Bài PR dưới 1000 từ, dưới 3 ảnh|https://www.congluan.vn/
Rise Media|booking-pr|Congluan|PR bao dien tu|Trang chủ|18200000|||Gia goc niem yet NCC: 20.000.000 d - CK 9.0% - gia von sau CK: 18.200.000 d|https://www.congluan.vn/
Rise Media|booking-pr|Viez|PR bao dien tu|Chuyên mục|2880000|0 link||Gia goc niem yet NCC: 3.000.000 d - CK 4.0% - gia von sau CK: 2.880.000 d - 1000 chữ, 5 ảnh, k gắn link|https://viez.vn/
Rise Media|booking-pr|Molistar|PR bao dien tu|Chuyên mục|2024000|1 link||Gia goc niem yet NCC: 2.200.000 d - CK 8.0% - gia von sau CK: 2.024.000 d - Thêm link:500K/link|https://molistar.com/
Rise Media|booking-pr|Vietcetera|PR bao dien tu|1 ngôn ngữ|24250000|2 - 3 link||Gia goc niem yet NCC: 25.000.000 d - CK 3.0% - gia von sau CK: 24.250.000 d|https://vietcetera.com/
Rise Media|booking-pr|Vietcetera|PR bao dien tu|Song Ngữ|29100000|||Gia goc niem yet NCC: 30.000.000 d - CK 3.0% - gia von sau CK: 29.100.000 d|https://vietcetera.com/
Rise Media|booking-pr|Nhandan|PR bao dien tu|Chuyên mục|9200000|0 link||Gia goc niem yet NCC: 10.000.000 d - CK 8.0% - gia von sau CK: 9.200.000 d|https://nhandan.vn/
Rise Media|booking-pr|Kienviet|PR bao dien tu|Chuyên mục|6570000|0 free link||Gia goc niem yet NCC: 9.000.000 d - CK 27.0% - gia von sau CK: 6.570.000 d - 800 chữ, 3 ảnh, đc 1 link Thêm link:500K/link|https://kienviet.net/
Rise Media|booking-pr|Baophapluat|PR bao dien tu|Chuyên mục|7500000|không chèn link||Gia goc niem yet NCC: 10.000.000 d - CK 25.0% - gia von sau CK: 7.500.000 d - Bài PR dưới 1000 từ, dưới 3 ảnh|https://baophapluat.vn/
Rise Media|booking-pr|Baophapluat|PR bao dien tu|Trang chủ|9000000|||Gia goc niem yet NCC: 12.000.000 d - CK 25.0% - gia von sau CK: 9.000.000 d|https://baophapluat.vn/
Rise Media|booking-pr|Thethaovanhoa.vn|PR bao dien tu|pr doanh nghiêp|2220000|1 link||Gia goc niem yet NCC: 3.000.000 d - CK 26.0% - gia von sau CK: 2.220.000 d - Bài PR dưới 1000 từ, 3 ảnh Thêm link: 500K/link|https://thethaovanhoa.vn/
Rise Media|booking-pr|Thethaovanhoa.vn|PR bao dien tu|pr cá nhân|3700000|||Gia goc niem yet NCC: 5.000.000 d - CK 26.0% - gia von sau CK: 3.700.000 d|https://thethaovanhoa.vn/
Rise Media|booking-pr|Tuoitrethudo|PR bao dien tu|Tin ngắn|2520000|2 link||Gia goc niem yet NCC: 3.000.000 d - CK 16.0% - gia von sau CK: 2.520.000 d - Bài PR 300 chữ, 2 ảnh|https://tuoitrethudo.com.vn/
Rise Media|booking-pr|Tuoitrethudo|PR bao dien tu|Bài PR trang nội dung|4200000|||Gia goc niem yet NCC: 5.000.000 d - CK 16.0% - gia von sau CK: 4.200.000 d - 800 chữ, 3 ảnh, đc 2 link gắn trong từ khóa, không gắn link cuối bài|https://tuoitrethudo.com.vn/
Rise Media|booking-pr|Phunuvagiadinh|PR bao dien tu|Top 5 trở xuống|2880000|1 link||Gia goc niem yet NCC: 4.000.000 d - CK 28.0% - gia von sau CK: 2.880.000 d - Bài PR dưới 700 từ, dưới 3 ảnh Thêm link: 500K/link|https://www.phunuvagiadinh.vn/
Rise Media|booking-pr|Brandsvietnam.com|PR bao dien tu|Trang chủ|15300000|1 link||Gia goc niem yet NCC: 18.000.000 d - CK 15.0% - gia von sau CK: 15.300.000 d - Bài PR dưới 1000 từ, 5 ảnh|https://www.brandsvietnam.com/
Rise Media|booking-pr|Congan|PR bao dien tu|Tiểu mục phù hợp|4350000|||Gia goc niem yet NCC: 5.000.000 d - CK 13.0% - gia von sau CK: 4.350.000 d - Bài PR dưới 1000 từ, dưới 3 ảnh|https://congan.com.vn/
Rise Media|booking-pr|Anninhthudo|PR bao dien tu|Mục phù hợp|3350000|1 link||Gia goc niem yet NCC: 5.000.000 d - CK 33.0% - gia von sau CK: 3.350.000 d - Bài PR dưới 1000 từ, dưới 2 ảnh Thêm link: 500K/link|https://www.anninhthudo.vn/
Rise Media|booking-pr|Anninhthudo|PR bao dien tu|Trang chủ|6700000|||Gia goc niem yet NCC: 10.000.000 d - CK 33.0% - gia von sau CK: 6.700.000 d|https://www.anninhthudo.vn/
Rise Media|booking-pr|Vietbao|PR bao dien tu|Mục phù hợp|1700000|2 link||Gia goc niem yet NCC: 1.700.000 d - CK 0.0% - gia von sau CK: 1.700.000 d - Bài PR dưới 1000 từ, 5 ảnh Thêm link: 300K/link|https://vietbao.vn/
Rise Media|booking-pr|Vnmedia- tạm dừng|PR bao dien tu|Mục phù hợp|4000000|0 free||Gia goc niem yet NCC: 4.000.000 d - CK  - gia von sau CK: 4.000.000 d - Bài PR dưới 1000 từ, 3 ảnh Thêm link: 300K/link|https://vnmedia.vn/
Rise Media|booking-pr|Vnmedia- tạm dừng|PR bao dien tu|Trang chủ|10000000|||Gia goc niem yet NCC: 10.000.000 d - CK  - gia von sau CK: 10.000.000 d|https://vnmedia.vn/
